Time [s],T_g [K],T_l [K],T_i [K],p_g [Pa],ml [kg],mv [kg],ma [kg]
5.512676446773926386e+01,1.158570454530094480e+02,7.737469056354085239e+01,7.841880040959784992e+01,2.802549955476123723e+05,2.950041433498268306e-01,8.499276585177384900e-04,6.109185312721706598e-05
5.518912506102856241e+01,1.158495339205559418e+02,7.737471233258570180e+01,7.841840020209555462e+01,2.802355323363391217e+05,2.950041492113240627e-01,8.499217970205176281e-04,6.109185312721706598e-05
5.525148565431785386e+01,1.158420242299426377e+02,7.737473409283846593e+01,7.841800037433146997e+01,2.802160738003256265e+05,2.950041550725575612e-01,8.499159357870306793e-04,6.109185312721706598e-05
5.531384624760715241e+01,1.158345163801376572e+02,7.737475584430613651e+01,7.841760092552509320e+01,2.801966199369553942e+05,2.950041609335276038e-01,8.499100748169961849e-04,6.109185312721706598e-05
5.537620684089645096e+01,1.158270103701451035e+02,7.737477758699546371e+01,7.841720185432451729e+01,2.801771707437038422e+05,2.950041667942344681e-01,8.499042141101421184e-04,6.109185312721706598e-05
5.543856743418574951e+01,1.158195061980502203e+02,7.737479932091940782e+01,7.841680316059866129e+01,2.801577262157101650e+05,2.950041726546786536e-01,8.498983536659418829e-04,6.109185312721706598e-05
5.550092802747504805e+01,1.158120038636465949e+02,7.737482104607937572e+01,7.841640484265829514e+01,2.801382863524568966e+05,2.950041785148602713e-01,8.498924934843421356e-04,6.109185312721706598e-05
5.556328862076434660e+01,1.158045033650221853e+02,7.737484276248831350e+01,7.841600690005935803e+01,2.801188511490892852e+05,2.950041843747798209e-01,8.498866335648169301e-04,6.109185312721706598e-05
5.562564921405364515e+01,1.157970047015716233e+02,7.737486447015031388e+01,7.841560933143850320e+01,2.800994206040746649e+05,2.950041902344374134e-01,8.498807739071997328e-04,6.109185312721706598e-05
5.568800980734294370e+01,1.157895078718385093e+02,7.737488616907525341e+01,7.841521213652387701e+01,2.800799947137170238e+05,2.950041960938335484e-01,8.498749145110901480e-04,6.109185312721706598e-05
5.575037040063224225e+01,1.157820128747030566e+02,7.737490785927072068e+01,7.841481531396813409e+01,2.800605734751754208e+05,2.950042019529684478e-01,8.498690553761804791e-04,6.109185312721706598e-05
5.581273099392153370e+01,1.157745197090385858e+02,7.737492954074436113e+01,7.841441886217734236e+01,2.800411568855914520e+05,2.950042078118424449e-01,8.498631965021595600e-04,6.109185312721706598e-05
5.587509158721083224e+01,1.157670283732024643e+02,7.737495121350725924e+01,7.841402278133597292e+01,2.800217449407940730e+05,2.950042136704560392e-01,8.498573378885737606e-04,6.109185312721706598e-05
5.593745218050013079e+01,1.157595388664858120e+02,7.737497287756426090e+01,7.841362707008190114e+01,2.800023376389870537e+05,2.950042195288093971e-01,8.498514795352270570e-04,6.109185312721706598e-05
5.599981277378942934e+01,1.157520511874762263e+02,7.737499453292490159e+01,7.841323172787799933e+01,2.799829349765849765e+05,2.950042253869029074e-01,8.498456214417282693e-04,6.109185312721706598e-05
5.606217336707872789e+01,1.157445653355879216e+02,7.737501617959316036e+01,7.841283675324238800e+01,2.799635369521042448e+05,2.950042312447367365e-01,8.498397636079162848e-04,6.109185312721706598e-05
5.612453396036802644e+01,1.157370813092997111e+02,7.737503781757932586e+01,7.841244214569819349e+01,2.799441435616820236e+05,2.950042371023112731e-01,8.498339060333699995e-04,6.109185312721706598e-05
5.618689455365732499e+01,1.157295991072242884e+02,7.737505944689281989e+01,7.841204790386034063e+01,2.799247548017959343e+05,2.950042429596269611e-01,8.498280487177018111e-04,6.109185312721706598e-05
5.624925514694662354e+01,1.157221187285451123e+02,7.737508106753914205e+01,7.841165402696563547e+01,2.799053706703750067e+05,2.950042488166839671e-01,8.498221916606877235e-04,6.109185312721706598e-05
5.631161574023592209e+01,1.157146401717350415e+02,7.737510267952866627e+01,7.841126051469620961e+01,2.798859911635406897e+05,2.950042546734827353e-01,8.498163348619001273e-04,6.109185312721706598e-05
5.637397633352522064e+01,1.157071634359046470e+02,7.737512428286737531e+01,7.841086736559471149e+01,2.798666162790362141e+05,2.950042605300235432e-01,8.498104783210925833e-04,6.109185312721706598e-05
5.643633692681451208e+01,1.156996885198880278e+02,7.737514587756318463e+01,7.841047457877907334e+01,2.798472460139014875e+05,2.950042663863067238e-01,8.498046220379396141e-04,6.109185312721706598e-05
5.649869752010381063e+01,1.156922154227057860e+02,7.737516746362273068e+01,7.841008215354186461e+01,2.798278803656514501e+05,2.950042722423324992e-01,8.497987660121688680e-04,6.109185312721706598e-05
5.656105811339310918e+01,1.156847441430402768e+02,7.737518904105492368e+01,7.840969008925443973e+01,2.798085193309390452e+05,2.950042780981012580e-01,8.497929102434113912e-04,6.109185312721706598e-05
5.662341870668240773e+01,1.156772746797279723e+02,7.737521060986765065e+01,7.840929838445464384e+01,2.797891629068096518e+05,2.950042839536133332e-01,8.497870547313411639e-04,6.109185312721706598e-05
5.668577929997170628e+01,1.156698070315296718e+02,7.737523217006931020e+01,7.840890703847098564e+01,2.797698110901157488e+05,2.950042898088690579e-01,8.497811994756102657e-04,6.109185312721706598e-05
5.674813989326100483e+01,1.156623411975020019e+02,7.737525372166626880e+01,7.840851605071149777e+01,2.797504638784630224e+05,2.950042956638687097e-01,8.497753444759567534e-04,6.109185312721706598e-05
5.681050048655030338e+01,1.156548771762796264e+02,7.737527526466777772e+01,7.840812542022565879e+01,2.797311212683825288e+05,2.950043015186126771e-01,8.497694897319944341e-04,6.109185312721706598e-05
5.687286107983960193e+01,1.156474149669655560e+02,7.737529679907991920e+01,7.840773514589147908e+01,2.797117832575968932e+05,2.950043073731011822e-01,8.497636352434715561e-04,6.109185312721706598e-05
5.693522167312890048e+01,1.156399545684274983e+02,7.737531832491032446e+01,7.840734522694148723e+01,2.796924498432305409e+05,2.950043132273345581e-01,8.497577810100706650e-04,6.109185312721706598e-05
5.699758226641819192e+01,1.156324959797381098e+02,7.737533984216530314e+01,7.840695566273629424e+01,2.796731210229292628e+05,2.950043190813130822e-01,8.497519270315311186e-04,6.109185312721706598e-05
5.705994285970749047e+01,1.156250391995490219e+02,7.737536135085397859e+01,7.840656645222165366e+01,2.796537967932661995e+05,2.950043249350371433e-01,8.497460733074717115e-04,6.109185312721706598e-05
5.712230345299678902e+01,1.156175842267709584e+02,7.737538285098369784e+01,7.840617759453905933e+01,2.796344771514742170e+05,2.950043307885070187e-01,8.497402198375842049e-04,6.109185312721706598e-05
5.718466404628608757e+01,1.156101310602807644e+02,7.737540434256207789e+01,7.840578908846393347e+01,2.796151620946999174e+05,2.950043366417230417e-01,8.497343666215516865e-04,6.109185312721706598e-05
5.724702463957538612e+01,1.156026796989984717e+02,7.737542582559643733e+01,7.840540093393425991e+01,2.795958516202000319e+05,2.950043424946855453e-01,8.497285136590687366e-04,6.109185312721706598e-05
5.730938523286468467e+01,1.155952301414920811e+02,7.737544730009646798e+01,7.840501312943597156e+01,2.795765457243336132e+05,2.950043483473948625e-01,8.497226609497291047e-04,6.109185312721706598e-05
5.737174582615398322e+01,1.155877823870636263e+02,7.737546876606687363e+01,7.840462567495184487e+01,2.795572444053293439e+05,2.950043541998512708e-01,8.497168084933347069e-04,6.109185312721706598e-05
5.743410641944328177e+01,1.155803364348688973e+02,7.737549022351336703e+01,7.840423856841492523e+01,2.795379476610442507e+05,2.950043600520549369e-01,8.497109562896482116e-04,6.109185312721706598e-05
5.749646701273258032e+01,1.155728922828332799e+02,7.737551167245001693e+01,7.840385181015743399e+01,2.795186554861995974e+05,2.950043659040065269e-01,8.497051043380751505e-04,6.109185312721706598e-05
5.755882760602187886e+01,1.155654499308011935e+02,7.737553311287787494e+01,7.840346539866970943e+01,2.794993678804058000e+05,2.950043717557060408e-01,8.496992526385754082e-04,6.109185312721706598e-05
5.762118819931117031e+01,1.155580093773988182e+02,7.737555454480619233e+01,7.840307933329755485e+01,2.794800848401697003e+05,2.950043776071538670e-01,8.496934011907560699e-04,6.109185312721706598e-05
5.768354879260046886e+01,1.155505706215206061e+02,7.737557596824248662e+01,7.840269361302243567e+01,2.794608063626811490e+05,2.950043834583503388e-01,8.496875499943015242e-04,6.109185312721706598e-05
5.774590938588976741e+01,1.155431336619390663e+02,7.737559738319504277e+01,7.840230823737493893e+01,2.794415324448191095e+05,2.950043893092957892e-01,8.496816990488623329e-04,6.109185312721706598e-05
5.780826997917906596e+01,1.155356984977785686e+02,7.737561878966982931e+01,7.840192320530543668e+01,2.794222630843587685e+05,2.950043951599904402e-01,8.496758483541870695e-04,6.109185312721706598e-05
5.787063057246836451e+01,1.155282651275941248e+02,7.737564018767658069e+01,7.840153851588684120e+01,2.794029982776244869e+05,2.950044010104347914e-01,8.496699979098615687e-04,6.109185312721706598e-05
5.793299116575766305e+01,1.155208335503899804e+02,7.737566157722201865e+01,7.840115416869140574e+01,2.793837380220851628e+05,2.950044068606290648e-01,8.496641477156006853e-04,6.109185312721706598e-05
5.799535175904696160e+01,1.155134037657099242e+02,7.737568295830928378e+01,7.840077016224201145e+01,2.793644823165849084e+05,2.950044127105733716e-01,8.496582977712761582e-04,6.109185312721706598e-05
5.805771235233626015e+01,1.155059757716786919e+02,7.737570433095100952e+01,7.840038649683887684e+01,2.793452311563506955e+05,2.950044185602683222e-01,8.496524480763459949e-04,6.109185312721706598e-05
5.812007294562555870e+01,1.154985495678295422e+02,7.737572569515039334e+01,7.840000317070693825e+01,2.793259845401992206e+05,2.950044244097139723e-01,8.496465986306781393e-04,6.109185312721706598e-05
5.818243353891485725e+01,1.154911251528381513e+02,7.737574705091634542e+01,7.839962018289395473e+01,2.793067424647615990e+05,2.950044302589107659e-01,8.496407494338914946e-04,6.109185312721706598e-05
5.824479413220414870e+01,1.154837025256876331e+02,7.737576839825575803e+01,7.839923753380251981e+01,2.792875049274517805e+05,2.950044361078589805e-01,8.496349004856927839e-04,6.109185312721706598e-05
5.830715472549344724e+01,1.154762816852865654e+02,7.737578973717604924e+01,7.839885522088619041e+01,2.792682719254941912e+05,2.950044419565588938e-01,8.496290517857668298e-04,6.109185312721706598e-05
5.836951531878274579e+01,1.154688626303194496e+02,7.737581106768610084e+01,7.839847324508963311e+01,2.792490434555410175e+05,2.950044478050109498e-01,8.496232033337330772e-04,6.109185312721706598e-05
5.843187591207204434e+01,1.154614453598507282e+02,7.737583238979222244e+01,7.839809160446428393e+01,2.792298195152136614e+05,2.950044536532153705e-01,8.496173551293216683e-04,6.109185312721706598e-05
5.849423650536134289e+01,1.154540298729779551e+02,7.737585370350051051e+01,7.839771029837079652e+01,2.792106001022174023e+05,2.950044595011724335e-01,8.496115071722712018e-04,6.109185312721706598e-05
5.855659709865064144e+01,1.154466161685207624e+02,7.737587500881895153e+01,7.839732932684722755e+01,2.791913852135489578e+05,2.950044653488824720e-01,8.496056594622401542e-04,6.109185312721706598e-05
5.861895769193993999e+01,1.154392042455937712e+02,7.737589630575355670e+01,7.839694868814648032e+01,2.791721748469570884e+05,2.950044711963457633e-01,8.495998119989723284e-04,6.109185312721706598e-05
5.868131828522923854e+01,1.154317941031014385e+02,7.737591759431171567e+01,7.839656838159767460e+01,2.791529689996538218e+05,2.950044770435625852e-01,8.495939647821484269e-04,6.109185312721706598e-05
5.874367887851853709e+01,1.154243857397810160e+02,7.737593887450198338e+01,7.839618840685508872e+01,2.791337676684257458e+05,2.950044828905333261e-01,8.495881178114024230e-04,6.109185312721706598e-05
5.880603947180782853e+01,1.154169791548137027e+02,7.737596014632987362e+01,7.839580876296945178e+01,2.791145708511901903e+05,2.950044887372582081e-01,8.495822710864955754e-04,6.109185312721706598e-05
5.886840006509712708e+01,1.154095743470981148e+02,7.737598140980283290e+01,7.839542944879291042e+01,2.790953785451444564e+05,2.950044945837376198e-01,8.495764246071073941e-04,6.109185312721706598e-05
5.893076065838642563e+01,1.154021713155445212e+02,7.737600266492825085e+01,7.839505046434527458e+01,2.790761907475153566e+05,2.950045004299717832e-01,8.495705783729195571e-04,6.109185312721706598e-05
5.899312125167572418e+01,1.153947700592932364e+02,7.737602391171192551e+01,7.839467180819147529e+01,2.790570074561159126e+05,2.950045062759610315e-01,8.495647323836822643e-04,6.109185312721706598e-05
5.905548184496502273e+01,1.153873705769958633e+02,7.737604515016295181e+01,7.839429347986539653e+01,2.790378286675126292e+05,2.950045121217056976e-01,8.495588866389998904e-04,6.109185312721706598e-05
5.911784243825432128e+01,1.153799728678249750e+02,7.737606638028698569e+01,7.839391547804213189e+01,2.790186543796007754e+05,2.950045179672060591e-01,8.495530411386304414e-04,6.109185312721706598e-05
5.918020303154361983e+01,1.153725769304407294e+02,7.737608760209302261e+01,7.839353780260942983e+01,2.789994845889679855e+05,2.950045238124625047e-01,8.495471958821815446e-04,6.109185312721706598e-05
