Temperature (K)	Pressure (MPa)	Density (l, kg/m3)	Volume (l, m3/kg)	Internal Energy (l, kJ/kg)	Enthalpy (l, kJ/kg)	Entropy (l, J/g*K)	Cv (l, J/g*K)	Cp (l, J/g*K)	Sound Spd. (l, m/s)	Joule-Thomson (l, K/MPa)	Viscosity (l, Pa*s)	Therm. Cond. (l, W/m*K)	Surf. Tension (l, N/m)	Density (v, kg/m3)	Volume (v, m3/kg)	Internal Energy (v, kJ/kg)	Enthalpy (v, kJ/kg)	Entropy (v, J/g*K)	Cv (v, J/g*K)	Cp (v, J/g*K)	Sound Spd. (v, m/s)	Joule-Thomson (v, K/MPa)	Viscosity (v, Pa*s)	Therm. Cond. (v, W/m*K)
114.83	1.9198	580.28	0.0017233	-38.197	-34.889	3.7157	0.97361	3.2168	405.28	0.68377	4.7179e-05	0.072825	0.0014148	86.311	0.011586	59.847	82.089	4.7344	0.98694	2.7157	177.88	13.460	9.3694e-06	0.017404
114.94	1.9303	579.32	0.0017262	-37.916	-34.584	3.7182	0.97394	3.2310	403.69	0.69347	4.7006e-05	0.072636	0.0013988	86.909	0.011506	59.770	81.981	4.7324	0.98854	2.7359	177.80	13.429	9.3886e-06	0.017487
115.04	1.9409	578.36	0.0017290	-37.635	-34.279	3.7207	0.97429	3.2455	402.10	0.70330	4.6832e-05	0.072447	0.0013829	87.512	0.011427	59.693	81.871	4.7303	0.99015	2.7565	177.72	13.398	9.4081e-06	0.017571
115.14	1.9515	577.39	0.0017319	-37.352	-33.973	3.7232	0.97464	3.2602	400.50	0.71325	4.6659e-05	0.072259	0.0013671	88.121	0.011348	59.614	81.759	4.7283	0.99179	2.7775	177.64	13.367	9.4276e-06	0.017655
115.24	1.9621	576.41	0.0017349	-37.069	-33.665	3.7257	0.97500	3.2752	398.90	0.72333	4.6485e-05	0.072070	0.0013513	88.734	0.011270	59.534	81.646	4.7263	0.99344	2.7989	177.56	13.336	9.4473e-06	0.017741
115.34	1.9728	575.43	0.0017378	-36.786	-33.357	3.7282	0.97538	3.2904	397.30	0.73354	4.6312e-05	0.071882	0.0013355	89.352	0.011192	59.453	81.532	4.7243	0.99511	2.8208	177.48	13.304	9.4672e-06	0.017828
115.44	1.9835	574.44	0.0017408	-36.501	-33.048	3.7307	0.97577	3.3060	395.69	0.74387	4.6138e-05	0.071693	0.0013198	89.976	0.011114	59.371	81.416	4.7222	0.99680	2.8431	177.39	13.272	9.4872e-06	0.017916
115.55	1.9943	573.45	0.0017438	-36.216	-32.738	3.7332	0.97617	3.3218	394.08	0.75435	4.5964e-05	0.071504	0.0013041	90.605	0.011037	59.288	81.298	4.7202	0.99851	2.8658	177.31	13.241	9.5074e-06	0.018005
115.65	2.0051	572.46	0.0017469	-35.929	-32.427	3.7358	0.97658	3.3379	392.46	0.76496	4.5791e-05	0.071316	0.0012884	91.240	0.010960	59.203	81.179	4.7181	1.0002	2.8890	177.23	13.209	9.5277e-06	0.018095
115.75	2.0160	571.46	0.0017499	-35.642	-32.115	3.7383	0.97700	3.3543	390.84	0.77571	4.5617e-05	0.071127	0.0012728	91.880	0.010884	59.117	81.059	4.7160	1.0020	2.9126	177.14	13.177	9.5482e-06	0.018186
115.85	2.0269	570.45	0.0017530	-35.354	-31.801	3.7408	0.97743	3.3711	389.21	0.78661	4.5443e-05	0.070938	0.0012572	92.526	0.010808	59.030	80.936	4.7140	1.0038	2.9367	177.06	13.144	9.5689e-06	0.018279
115.95	2.0378	569.44	0.0017561	-35.066	-31.487	3.7434	0.97788	3.3881	387.58	0.79765	4.5270e-05	0.070750	0.0012417	93.177	0.010732	58.942	80.812	4.7119	1.0056	2.9614	176.97	13.112	9.5897e-06	0.018372
116.05	2.0488	568.42	0.0017593	-34.776	-31.172	3.7459	0.97834	3.4055	385.94	0.80884	4.5096e-05	0.070561	0.0012262	93.834	0.010657	58.852	80.686	4.7098	1.0074	2.9865	176.88	13.079	9.6107e-06	0.018467
116.16	2.0599	567.40	0.0017624	-34.486	-30.855	3.7485	0.97881	3.4233	384.30	0.82018	4.4922e-05	0.070373	0.0012107	94.497	0.010582	58.761	80.559	4.7077	1.0092	3.0122	176.79	13.046	9.6319e-06	0.018563
116.26	2.0709	566.37	0.0017656	-34.194	-30.538	3.7511	0.97929	3.4413	382.65	0.83167	4.4748e-05	0.070184	0.0011953	95.166	0.010508	58.669	80.430	4.7056	1.0111	3.0384	176.70	13.013	9.6533e-06	0.018660
116.36	2.0821	565.34	0.0017689	-33.902	-30.219	3.7536	0.97979	3.4598	380.99	0.84333	4.4574e-05	0.069996	0.0011799	95.841	0.010434	58.575	80.299	4.7034	1.0129	3.0652	176.61	12.980	9.6748e-06	0.018759
116.46	2.0932	564.29	0.0017721	-33.609	-29.899	3.7562	0.98030	3.4786	379.34	0.85514	4.4400e-05	0.069807	0.0011646	96.522	0.010360	58.480	80.166	4.7013	1.0148	3.0926	176.52	12.947	9.6966e-06	0.018859
116.56	2.1044	563.25	0.0017754	-33.315	-29.578	3.7588	0.98083	3.4978	377.67	0.86713	4.4226e-05	0.069619	0.0011493	97.210	0.010287	58.384	80.032	4.6992	1.0168	3.1206	176.42	12.913	9.7185e-06	0.018960
116.66	2.1157	562.20	0.0017787	-33.019	-29.256	3.7614	0.98137	3.5174	376.00	0.87928	4.4052e-05	0.069430	0.0011340	97.904	0.010214	58.286	79.896	4.6970	1.0187	3.1492	176.33	12.880	9.7406e-06	0.019063
116.77	2.1270	561.14	0.0017821	-32.723	-28.933	3.7640	0.98193	3.5374	374.33	0.89160	4.3877e-05	0.069242	0.0011188	98.604	0.010142	58.186	79.758	4.6948	1.0207	3.1784	176.24	12.846	9.7630e-06	0.019167
116.87	2.1383	560.07	0.0017855	-32.426	-28.608	3.7666	0.98250	3.5579	372.65	0.90410	4.3703e-05	0.069054	0.0011037	99.311	0.010069	58.086	79.617	4.6926	1.0227	3.2083	176.14	12.812	9.7855e-06	0.019273
116.97	2.1497	559.00	0.0017889	-32.128	-28.282	3.7692	0.98308	3.5788	370.96	0.91678	4.3528e-05	0.068865	0.0010885	100.02	0.0099976	57.983	79.476	4.6905	1.0247	3.2389	176.04	12.778	9.8082e-06	0.019380
117.07	2.1612	557.92	0.0017924	-31.829	-27.955	3.7718	0.98369	3.6001	369.27	0.92964	4.3354e-05	0.068677	0.0010734	100.74	0.0099261	57.880	79.332	4.6882	1.0267	3.2702	175.95	12.743	9.8312e-06	0.019489
117.17	2.1726	556.84	0.0017959	-31.529	-27.627	3.7744	0.98430	3.6219	367.57	0.94269	4.3179e-05	0.068489	0.0010584	101.47	0.0098549	57.775	79.186	4.6860	1.0288	3.3022	175.85	12.708	9.8544e-06	0.019599
117.27	2.1842	555.74	0.0017994	-31.228	-27.298	3.7771	0.98494	3.6442	365.86	0.95594	4.3004e-05	0.068301	0.0010434	102.21	0.0097841	57.668	79.038	4.6838	1.0309	3.3350	175.75	12.673	9.8778e-06	0.019711
117.38	2.1957	554.64	0.0018030	-30.925	-26.967	3.7797	0.98559	3.6670	364.15	0.96938	4.2828e-05	0.068113	0.0010285	102.95	0.0097137	57.559	78.888	4.6816	1.0330	3.3685	175.64	12.638	9.9014e-06	0.019824
117.48	2.2073	553.54	0.0018066	-30.622	-26.634	3.7824	0.98626	3.6903	362.44	0.98303	4.2653e-05	0.067925	0.0010135	103.70	0.0096435	57.449	78.736	4.6793	1.0352	3.4029	175.54	12.603	9.9252e-06	0.019940
117.58	2.2190	552.43	0.0018102	-30.317	-26.301	3.7850	0.98695	3.7141	360.71	0.99688	4.2477e-05	0.067737	0.00099868	104.45	0.0095737	57.338	78.582	4.6771	1.0373	3.4381	175.44	12.568	9.9493e-06	0.020057
117.68	2.2307	551.30	0.0018139	-30.012	-25.966	3.7877	0.98766	3.7385	358.98	1.0109	4.2302e-05	0.067549	0.00098387	105.22	0.0095042	57.224	78.426	4.6748	1.0395	3.4741	175.34	12.532	9.9737e-06	0.020175
117.78	2.2425	550.18	0.0018176	-29.705	-25.629	3.7904	0.98839	3.7635	357.24	1.0252	4.2126e-05	0.067361	0.00096909	105.99	0.0094351	57.109	78.267	4.6725	1.0418	3.5111	175.23	12.496	9.9983e-06	0.020296
117.88	2.2543	549.04	0.0018214	-29.397	-25.291	3.7931	0.98914	3.7891	355.50	1.0397	4.1949e-05	0.067174	0.00095437	106.77	0.0093662	56.993	78.106	4.6702	1.0440	3.5490	175.12	12.460	1.0023e-05	0.020418
117.99	2.2661	547.90	0.0018252	-29.088	-24.952	3.7958	0.98990	3.8153	353.75	1.0545	4.1773e-05	0.066986	0.00093969	107.55	0.0092976	56.874	77.943	4.6679	1.0463	3.5879	175.02	12.423	1.0048e-05	0.020542
118.09	2.2780	546.75	0.0018290	-28.777	-24.611	3.7985	0.99069	3.8421	351.99	1.0694	4.1596e-05	0.066799	0.00092506	108.35	0.0092294	56.754	77.778	4.6655	1.0486	3.6277	174.91	12.386	1.0074e-05	0.020669
118.19	2.2899	545.59	0.0018329	-28.466	-24.268	3.8012	0.99150	3.8696	350.23	1.0846	4.1419e-05	0.066612	0.00091047	109.15	0.0091614	56.632	77.611	4.6632	1.0510	3.6686	174.80	12.350	1.0099e-05	0.020797
118.29	2.3019	544.42	0.0018368	-28.153	-23.924	3.8039	0.99234	3.8978	348.45	1.1001	4.1242e-05	0.066425	0.00089594	109.97	0.0090937	56.508	77.441	4.6608	1.0533	3.7106	174.68	12.312	1.0125e-05	0.020927
118.39	2.3139	543.24	0.0018408	-27.838	-23.579	3.8066	0.99320	3.9267	346.67	1.1158	4.1065e-05	0.066238	0.00088145	110.79	0.0090263	56.382	77.268	4.6584	1.0557	3.7538	174.57	12.275	1.0151e-05	0.021060
118.49	2.3260	542.06	0.0018448	-27.523	-23.232	3.8094	0.99408	3.9563	344.88	1.1317	4.0887e-05	0.066051	0.00086701	111.62	0.0089592	56.254	77.093	4.6560	1.0582	3.7981	174.46	12.237	1.0178e-05	0.021194
118.60	2.3381	540.87	0.0018489	-27.206	-22.883	3.8121	0.99498	3.9868	343.09	1.1480	4.0709e-05	0.065865	0.00085262	112.46	0.0088924	56.124	76.916	4.6536	1.0606	3.8436	174.34	12.199	1.0205e-05	0.021331
118.70	2.3503	539.66	0.0018530	-26.887	-22.532	3.8149	0.99591	4.0180	341.28	1.1645	4.0530e-05	0.065678	0.00083828	113.30	0.0088259	55.992	76.736	4.6512	1.0631	3.8904	174.23	12.161	1.0232e-05	0.021470
118.80	2.3625	538.45	0.0018572	-26.567	-22.180	3.8177	0.99687	4.0501	339.47	1.1812	4.0351e-05	0.065492	0.00082399	114.16	0.0087596	55.858	76.553	4.6488	1.0657	3.9385	174.11	12.122	1.0259e-05	0.021612
118.90	2.3748	537.23	0.0018614	-26.246	-21.826	3.8205	0.99786	4.0830	337.65	1.1983	4.0172e-05	0.065306	0.00080975	115.03	0.0086935	55.722	76.367	4.6463	1.0682	3.9880	173.99	12.084	1.0287e-05	0.021756
119.00	2.3871	536.00	0.0018657	-25.923	-21.470	3.8233	0.99887	4.1169	335.82	1.2156	3.9993e-05	0.065121	0.00079556	115.90	0.0086278	55.584	76.179	4.6438	1.0708	4.0390	173.87	12.044	1.0315e-05	0.021903
119.10	2.3995	534.76	0.0018700	-25.599	-21.112	3.8261	0.99991	4.1517	333.98	1.2333	3.9813e-05	0.064935	0.00078142	116.79	0.0085622	55.444	75.988	4.6413	1.0735	4.0914	173.75	12.005	1.0344e-05	0.022052
119.21	2.4119	533.51	0.0018744	-25.273	-20.752	3.8289	1.0010	4.1876	332.13	1.2513	3.9633e-05	0.064750	0.00076734	117.69	0.0084970	55.301	75.795	4.6388	1.0762	4.1454	173.62	11.965	1.0372e-05	0.022204
119.31	2.4243	532.25	0.0018788	-24.946	-20.391	3.8317	1.0021	4.2244	330.27	1.2696	3.9452e-05	0.064566	0.00075331	118.60	0.0084319	55.156	75.598	4.6363	1.0789	4.2011	173.50	11.925	1.0401e-05	0.022358
119.41	2.4368	530.98	0.0018833	-24.617	-20.027	3.8346	1.0032	4.2624	328.40	1.2882	3.9271e-05	0.064382	0.00073933	119.52	0.0083671	55.009	75.398	4.6337	1.0816	4.2585	173.37	11.885	1.0431e-05	0.022516
119.51	2.4494	529.70	0.0018879	-24.286	-19.662	3.8374	1.0044	4.3015	326.53	1.3072	3.9089e-05	0.064198	0.00072541	120.45	0.0083025	54.859	75.195	4.6312	1.0844	4.3176	173.25	11.844	1.0461e-05	0.022676
119.61	2.4620	528.40	0.0018925	-23.953	-19.294	3.8403	1.0056	4.3417	324.64	1.3265	3.8907e-05	0.064014	0.00071154	121.39	0.0082382	54.707	74.989	4.6286	1.0873	4.3787	173.12	11.803	1.0491e-05	0.022840
119.71	2.4746	527.10	0.0018972	-23.619	-18.924	3.8432	1.0069	4.3833	322.74	1.3462	3.8724e-05	0.063831	0.00069773	122.34	0.0081741	54.552	74.780	4.6259	1.0902	4.4417	172.99	11.762	1.0522e-05	0.023007
119.82	2.4873	525.78	0.0019019	-23.283	-18.553	3.8461	1.0081	4.4261	320.83	1.3662	3.8541e-05	0.063649	0.00068397	123.30	0.0081101	54.395	74.568	4.6233	1.0931	4.5068	172.85	11.720	1.0553e-05	0.023177
119.92	2.5001	524.45	0.0019067	-22.945	-18.178	3.8490	1.0095	4.4703	318.91	1.3866	3.8357e-05	0.063467	0.00067027	124.28	0.0080464	54.235	74.352	4.6206	1.0960	4.5741	172.72	11.678	1.0585e-05	0.023350
120.02	2.5129	523.11	0.0019116	-22.606	-17.802	3.8520	1.0108	4.5159	316.98	1.4075	3.8173e-05	0.063285	0.00065663	125.27	0.0079829	54.073	74.133	4.6180	1.0991	4.6436	172.58	11.635	1.0617e-05	0.023527
120.12	2.5257	521.76	0.0019166	-22.264	-17.423	3.8549	1.0122	4.5631	315.04	1.4287	3.7988e-05	0.063104	0.00064304	126.27	0.0079196	53.907	73.910	4.6153	1.1021	4.7155	172.45	11.592	1.0649e-05	0.023707
120.22	2.5387	520.40	0.0019216	-21.920	-17.042	3.8579	1.0137	4.6118	313.08	1.4504	3.7802e-05	0.062924	0.00062952	127.28	0.0078564	53.739	73.684	4.6125	1.1053	4.7900	172.31	11.549	1.0682e-05	0.023891
120.32	2.5516	519.02	0.0019267	-21.575	-16.658	3.8609	1.0152	4.6622	311.12	1.4725	3.7616e-05	0.062745	0.00061605	128.31	0.0077935	53.568	73.454	4.6098	1.1084	4.8671	172.17	11.505	1.0715e-05	0.024080
120.43	2.5646	517.63	0.0019319	-21.227	-16.272	3.8639	1.0167	4.7144	309.14	1.4950	3.7429e-05	0.062566	0.00060265	129.35	0.0077307	53.394	73.220	4.6070	1.1116	4.9470	172.02	11.461	1.0749e-05	0.024272
120.53	2.5777	516.22	0.0019372	-20.877	-15.883	3.8669	1.0183	4.7684	307.14	1.5180	3.7242e-05	0.062388	0.00058930	130.41	0.0076681	53.217	72.982	4.6042	1.1149	5.0299	171.88	11.417	1.0784e-05	0.024468
120.63	2.5908	514.80	0.0019425	-20.525	-15.492	3.8699	1.0200	4.8244	305.14	1.5415	3.7053e-05	0.062212	0.00057602	131.48	0.0076056	53.036	72.740	4.6013	1.1183	5.1159	171.73	11.371	1.0819e-05	0.024669
120.73	2.6039	513.36	0.0019479	-20.170	-15.098	3.8730	1.0217	4.8825	303.12	1.5655	3.6864e-05	0.062036	0.00056280	132.57	0.0075433	52.852	72.495	4.5985	1.1217	5.2052	171.58	11.326	1.0854e-05	0.024874
120.83	2.6171	511.91	0.0019535	-19.813	-14.701	3.8760	1.0234	4.9428	301.08	1.5900	3.6674e-05	0.061861	0.00054964	133.67	0.0074811	52.665	72.244	4.5956	1.1251	5.2979	171.43	11.280	1.0891e-05	0.025084
120.93	2.6304	510.45	0.0019591	-19.454	-14.301	3.8791	1.0253	5.0053	299.04	1.6150	3.6483e-05	0.061687	0.00053655	134.79	0.0074191	52.475	71.990	4.5927	1.1286	5.3944	171.28	11.233	1.0927e-05	0.025299
121.04	2.6437	508.96	0.0019648	-19.092	-13.898	3.8822	1.0271	5.0704	296.97	1.6406	3.6292e-05	0.061514	0.00052352	135.92	0.0073572	52.281	71.731	4.5897	1.1322	5.4947	171.12	11.186	1.0965e-05	0.025519
121.14	2.6571	507.47	0.0019706	-18.728	-13.492	3.8854	1.0291	5.1381	294.89	1.6667	3.6099e-05	0.061343	0.00051056	137.07	0.0072954	52.083	71.467	4.5867	1.1359	5.5993	170.96	11.139	1.1003e-05	0.025744
121.24	2.6705	505.95	0.0019765	-18.360	-13.082	3.8885	1.0311	5.2085	292.80	1.6935	3.5906e-05	0.061174	0.00049767	138.24	0.0072337	51.882	71.199	4.5837	1.1396	5.7082	170.80	11.091	1.1041e-05	0.025975
121.34	2.6840	504.41	0.0019825	-17.991	-12.670	3.8917	1.0332	5.2819	290.69	1.7208	3.5711e-05	0.061005	0.00048484	139.43	0.0071721	51.676	70.926	4.5807	1.1434	5.8219	170.63	11.042	1.1080e-05	0.026212
121.44	2.6975	502.86	0.0019886	-17.618	-12.254	3.8949	1.0354	5.3584	288.56	1.7488	3.5516e-05	0.060839	0.00047209	140.63	0.0071106	51.467	70.648	4.5776	1.1473	5.9405	170.47	10.993	1.1121e-05	0.026455
121.54	2.7111	501.29	0.0019949	-17.242	-11.834	3.8982	1.0376	5.4383	286.41	1.7775	3.5319e-05	0.060674	0.00045940	141.86	0.0070492	51.253	70.364	4.5744	1.1513	6.0645	170.30	10.943	1.1161e-05	0.026704
121.65	2.7247	499.70	0.0020012	-16.863	-11.411	3.9014	1.0400	5.5218	284.25	1.8069	3.5121e-05	0.060511	0.00044679	143.10	0.0069879	51.035	70.075	4.5713	1.1554	6.1942	170.12	10.893	1.1203e-05	0.026960
121.75	2.7384	498.08	0.0020077	-16.481	-10.984	3.9047	1.0424	5.6092	282.07	1.8369	3.4922e-05	0.060351	0.00043425	144.37	0.0069266	50.813	69.781	4.5681	1.1595	6.3301	169.95	10.842	1.1245e-05	0.027224
